"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA",2014-10-09,1,60,49,60,-11,44.95,49,60,4,6,-2,40,4,6,3.75,3.28,0.47,53.36,3.75,3.28,5,8,3,13.79,84.62,98.41
"ANA",2014-10-11,1,60,43,51,-8,45.74,43,51,3,2,1,60,3,2,1.55,2.3,-0.75,40.25,1.55,2.3,3,4,1,11.54,93.1,104.64
"ANA",2014-10-13,1,60,75,35,40,68.18,75,35,5,1,4,83.33,5,1,4.08,0.74,3.34,84.58,4.08,0.74,5,9,4,11.36,91.67,103.03
"ANA",2014-10-14,1,65,46,79,-33,36.8,42.46,72.92,3,3,0,50,2.77,2.77,2.43,3.88,-1.45,38.48,2.24,3.58,4,2,-2,10.71,92.86,103.57
"ANA",2014-10-17,1,60,51,53,-2,49.04,51,53,2,1,1,66.67,2,1,2.45,3.31,-0.86,42.54,2.45,3.31,5,7,2,7.69,96.43,104.12
"ANA",2014-10-19,1,60,48,56,-8,46.15,48,56,3,0,3,100,3,0,2.24,1.64,0.59,57.64,2.24,1.64,2,3,1,12,100,112
"ANA",2014-10-22,1,60,69,53,16,56.56,69,53,4,1,3,80,4,1,3.21,2.76,0.45,53.78,3.21,2.76,3,6,3,11.76,95.65,107.42
"ANA",2014-10-24,1,60,58,39,19,59.79,58,39,4,1,3,80,4,1,4.64,1.95,2.7,70.46,4.64,1.95,5,5,0,11.76,94.12,105.88
"ANA",2014-10-26,1,60,66,69,-3,48.89,66,69,1,4,-3,20,1,4,3.78,9,-5.22,29.57,3.78,9,17,18,1,2.94,89.19,92.13
"ANA",2014-10-28,1,60,44,66,-22,40,44,66,1,0,1,100,1,0,1.45,2.45,-1,37.14,1.45,2.45,4,2,-2,4,100,104
"ANA",2014-10-30,1,60,48,59,-11,44.86,48,59,0,2,-2,0,0,2,2.5,2.06,0.44,54.79,2.5,2.06,3,4,1,0,93.1,93.1
"ANA",2014-10-31,1,62.5,47,50,-3,48.45,45.12,48,2,1,1,66.67,1.92,0.96,1.91,1.72,0.19,52.68,1.84,1.65,7,5,-2,8.33,95.45,103.79
"ANA",2014-11-02,1,60,50,36,14,58.14,50,36,3,2,1,60,3,2,4.22,0.93,3.29,81.99,4.22,0.93,3,5,2,9.09,88.89,97.98
"ANA",2014-11-05,1,62.3,67,68,-1,49.63,64.53,65.49,2,3,-1,40,1.93,2.89,3.64,2.7,0.94,57.43,3.5,2.6,3,2,-1,5.88,91.67,97.55
"ANA",2014-11-07,1,65,81,52,29,60.9,74.77,48,2,2,0,50,1.85,1.85,3.74,1.78,1.96,67.79,3.45,1.64,3,4,1,5.13,92,97.13
"ANA",2014-11-09,1,59.97,55,62,-7,47.01,55.03,62.03,1,1,0,50,1,1,2.05,2.64,-0.59,43.7,2.05,2.64,6,4,-2,4.55,97.06,101.6
"ANA",2014-11-12,1,65,88,49,39,64.23,81.23,45.23,5,5,0,50,4.62,4.62,3.85,1.49,2.36,72.14,3.55,1.37,3,2,-1,10.2,80.77,90.97
"ANA",2014-11-15,1,62.32,54,66,-12,45,51.99,63.55,2,3,-1,40,1.93,2.89,2.84,3.31,-0.48,46.13,2.73,3.19,4,4,0,6.9,91.89,98.79
"ANA",2014-11-16,1,60,75,51,24,59.52,75,51,2,6,-4,25,2,6,2.68,2.08,0.61,56.38,2.68,2.08,1,2,1,5.71,79.31,85.02
"ANA",2014-11-18,1,65,62,48,14,56.36,57.23,44.31,3,3,0,50,2.77,2.77,2.72,1.6,1.12,62.9,2.51,1.48,6,4,-2,11.11,84.21,95.32
"ANA",2014-11-20,1,65,49,62,-13,44.14,45.23,57.23,3,3,0,50,2.77,2.77,2.07,2.26,-0.18,47.91,1.91,2.08,1,3,2,11.54,89.29,100.82
"ANA",2014-11-23,1,60,61,51,10,54.46,61,51,2,1,1,66.67,2,1,2.41,1.82,0.59,56.97,2.41,1.82,3,2,-1,6.67,96.3,102.96
"ANA",2014-11-25,1,60,49,60,-11,44.95,49,60,3,2,1,60,3,2,3.05,2.54,0.51,54.54,3.05,2.54,7,3,-4,10.34,94.12,104.46
"ANA",2014-11-28,1,60,35,64,-29,35.35,35,64,1,4,-3,20,1,4,2.14,4.16,-2.02,33.98,2.14,4.16,6,3,-3,4.17,89.47,93.64
"ANA",2014-11-29,1,60,54,62,-8,46.55,54,62,4,6,-2,40,4,6,2.39,3.45,-1.06,40.92,2.39,3.45,8,8,0,11.76,82.86,94.62
"ANA",2014-12-01,1,60,56,85,-29,39.72,56,85,3,2,1,60,3,2,2.85,3.36,-0.51,45.92,2.85,3.36,3,3,0,10.71,94.12,104.83
"ANA",2014-12-03,1,65,76,56,20,57.58,70.15,51.69,4,4,0,50,3.69,3.69,3.87,3.61,0.26,51.75,3.57,3.33,3,6,3,12.12,88.57,100.69
"ANA",2014-12-05,1,60,47,52,-5,47.47,47,52,5,4,1,55.56,5,4,1.66,1.77,-0.12,48.32,1.66,1.77,5,5,0,23.81,84,107.81
"ANA",2014-12-07,1,60.88,44,68,-24,39.29,43.36,67.01,4,3,1,57.14,3.94,2.96,2.59,3.88,-1.29,40.03,2.55,3.82,7,7,0,16,90,106
"ANA",2014-12-10,1,60,51,43,8,54.26,51,43,2,1,1,66.67,2,1,2.57,1.73,0.85,59.83,2.57,1.73,2,4,2,5.88,95.45,101.34
"ANA",2014-12-12,1,60,38,47,-9,44.71,38,47,4,2,2,66.67,4,2,3.01,1.79,1.22,62.73,3.01,1.79,4,2,-2,20,91.3,111.3
"ANA",2014-12-13,1,60,56,59,-3,48.7,56,59,4,1,3,80,4,1,2.72,2.11,0.61,56.33,2.72,2.11,4,5,1,12.9,96.43,109.33
"ANA",2014-12-16,1,60,89,59,30,60.14,89,59,2,6,-4,25,2,6,4.05,3.35,0.7,54.73,4.05,3.35,7,5,-2,4.76,77.78,82.54
"ANA",2014-12-18,1,60,58,53,5,52.25,58,53,2,1,1,66.67,2,1,1.62,1.55,0.08,51.19,1.62,1.55,5,5,0,8.7,95.83,104.53
"ANA",2014-12-19,1,60,66,51,15,56.41,66,51,2,6,-4,25,2,6,2.27,3.39,-1.12,40.12,2.27,3.39,2,3,1,5.88,80.65,86.53
"ANA",2014-12-22,1,60.97,59,56,3,51.3,58.06,55.11,3,2,1,60,2.95,1.97,2.45,1.81,0.64,57.51,2.41,1.78,3,4,1,9.38,93.75,103.12
"ANA",2014-12-27,1,65,67,58,9,53.6,61.85,53.54,1,1,0,50,0.92,0.92,2.22,1.8,0.42,55.2,2.05,1.67,1,1,0,2.78,96.55,99.33
"ANA",2014-12-28,1,62.7,77,48,29,61.6,73.68,45.93,2,1,1,66.67,1.91,0.96,2.89,1.69,1.2,63.06,2.76,1.62,2,5,3,6.45,92.86,99.31
"ANA",2014-12-31,1,59.53,59,59,0,50,59.46,59.46,0,2,-2,0,0,2.02,5.71,2.76,2.95,67.42,5.76,2.78,10,4,-6,0,92.31,92.31
"ANA",2015-01-02,1,60,60,69,-9,46.51,60,69,4,3,1,57.14,4,3,3.4,4.07,-0.68,45.47,3.4,4.07,6,6,0,12.12,92.86,104.98
"ANA",2015-01-04,1,65,67,55,12,54.92,61.85,50.77,3,3,0,50,2.77,2.77,2.98,2.11,0.88,58.61,2.75,1.94,4,3,-1,9.09,90,99.09
"ANA",2015-01-07,1,60,68,60,8,53.12,68,60,1,4,-3,20,1,4,2.21,2.46,-0.26,47.26,2.21,2.46,1,3,2,4,86.67,90.67
"ANA",2015-01-11,1,65,66,59,7,52.8,60.92,54.46,4,4,0,50,3.69,3.69,3.73,4.35,-0.61,46.19,3.44,4.01,8,7,-1,9.3,87.5,96.8
"ANA",2015-01-14,1,60,49,45,4,52.13,49,45,4,0,4,100,4,0,3.83,1.56,2.27,71.05,3.83,1.56,3,2,-1,16,100,116
"ANA",2015-01-16,1,60,69,38,31,64.49,69,38,5,1,4,83.33,5,1,2.82,0.81,2.01,77.7,2.82,0.81,3,5,2,12.5,93.33,105.83
"ANA",2015-01-17,1,65,58,62,-4,48.33,53.54,57.23,2,2,0,50,1.85,1.85,2.73,1.97,0.76,58.12,2.52,1.82,4,3,-1,6.45,92.86,99.31
"ANA",2015-01-21,1,60,52,62,-10,45.61,52,62,6,3,3,66.67,6,3,2.79,3.52,-0.74,44.15,2.79,3.52,3,2,-1,22.22,90.91,113.13
"ANA",2015-01-27,1,60,50,42,8,54.35,50,42,4,0,4,100,4,0,3.21,1.44,1.76,68.96,3.21,1.44,3,3,0,16.67,100,116.67
"ANA",2015-01-29,1,60,60,64,-4,48.39,60,64,3,6,-3,33.33,3,6,3.91,3.01,0.91,56.57,3.91,3.01,6,3,-3,10.71,81.82,92.53
"ANA",2015-01-30,1,60,45,60,-15,42.86,45,60,1,4,-3,20,1,4,1.53,2.52,-0.99,37.76,1.53,2.52,3,3,0,4.55,87.88,92.42
"ANA",2015-02-03,1,60.75,51,47,4,52.04,50.37,46.42,5,4,1,55.56,4.94,3.95,2.37,3.32,-0.95,41.64,2.34,3.28,5,4,-1,16.13,87.5,103.63
"ANA",2015-02-05,1,60,41,72,-31,36.28,41,72,5,2,3,71.43,5,2,3.03,3.61,-0.58,45.63,3.03,3.61,4,4,0,19.23,95.65,114.88
"ANA",2015-02-06,1,65,51,64,-13,44.35,47.08,59.08,2,2,0,50,1.85,1.85,1.67,2.22,-0.55,42.88,1.54,2.05,1,2,1,8,94.12,102.12
"ANA",2015-02-08,1,60,66,40,26,62.26,66,40,3,5,-2,37.5,3,5,2.04,2.39,-0.35,46.01,2.04,2.39,7,7,0,10.71,78.26,88.98
"ANA",2015-02-10,1,60,62,43,19,59.05,62,43,2,6,-4,25,2,6,2.07,2.32,-0.25,47.2,2.07,2.32,10,4,-6,6.06,76.92,82.98
"ANA",2015-02-12,1,60,37,71,-34,34.26,37,71,2,1,1,66.67,2,1,1.69,3.58,-1.89,32.1,1.69,3.58,4,2,-2,11.76,97.22,108.99
"ANA",2015-02-15,1,60,69,55,14,55.65,69,55,3,5,-2,37.5,3,5,3.79,2.38,1.41,61.45,3.79,2.38,5,4,-1,9.09,82.14,91.23
"ANA",2015-02-18,1,60,62,52,10,54.39,62,52,1,4,-3,20,1,4,2.68,2.81,-0.13,48.82,2.68,2.81,3,2,-1,4,87.5,91.5
"ANA",2015-02-20,1,60,64,63,1,50.39,64,63,6,3,3,66.67,6,3,3.4,3.73,-0.33,47.66,3.4,3.73,5,1,-4,15.79,89.29,105.08
"ANA",2015-02-21,1,60,45,57,-12,44.12,45,57,2,1,1,66.67,2,1,1.92,1.75,0.18,52.41,1.92,1.75,2,1,-1,9.52,96.3,105.82
"ANA",2015-02-23,1,65,59,68,-9,46.46,54.46,62.77,3,3,0,50,2.77,2.77,2.46,2.48,-0.02,49.84,2.27,2.29,5,4,-1,12,92.11,104.11
"ANA",2015-02-25,1,60,56,57,-1,49.56,56,57,0,3,-3,0,0,3,2.11,4.05,-1.94,34.27,2.11,4.05,5,3,-2,0,91.18,91.18
"ANA",2015-02-27,1,60,53,57,-4,48.18,53,57,4,2,2,66.67,4,2,3.24,1.96,1.29,62.37,3.24,1.96,1,1,0,12.5,90.91,103.41
"ANA",2015-03-01,1,60,42,80,-38,34.43,42,80,3,1,2,75,3,1,1.8,2.73,-0.92,39.81,1.8,2.73,4,2,-2,13.64,97.5,111.14
"ANA",2015-03-03,1,60,65,52,13,55.56,65,52,4,1,3,80,4,1,3.74,2.48,1.27,60.2,3.74,2.48,4,2,-2,11.43,96.67,108.1
"ANA",2015-03-04,1,60,57,61,-4,48.31,57,61,3,1,2,75,3,1,3.2,3.11,0.09,50.68,3.2,3.11,4,2,-2,9.09,97.37,106.46
"ANA",2015-03-06,1,60,53,47,6,53,53,47,2,5,-3,28.57,2,5,2.09,3.62,-1.53,36.62,2.09,3.62,5,4,-1,6.9,76.19,83.09
"ANA",2015-03-09,1,60,71,32,39,68.93,71,32,1,2,-1,33.33,1,2,2.74,1.2,1.54,69.57,2.74,1.2,3,5,2,3.33,87.5,90.83
"ANA",2015-03-11,1,59.87,62,37,25,62.63,62.14,37.08,3,6,-3,33.33,3.01,6.01,2.68,3.33,-0.64,44.64,2.69,3.33,7,4,-3,9.38,73.91,83.29
"ANA",2015-03-13,1,60,41,57,-16,41.84,41,57,2,1,1,66.67,2,1,2.15,3.19,-1.04,40.21,2.15,3.19,7,5,-2,8.33,96.97,105.3
"ANA",2015-03-15,1,59.53,57,48,9,54.29,57.45,48.38,4,2,2,66.67,4.03,2.02,4.08,1.93,2.15,67.85,4.11,1.95,4,4,0,14.81,92.59,107.41
"ANA",2015-03-18,1,60.75,49,52,-3,48.51,48.4,51.36,3,2,1,60,2.96,1.98,2.28,1.23,1.05,64.94,2.25,1.21,4,4,0,11.54,93.55,105.09
"ANA",2015-03-20,1,61.42,68,38,30,64.15,66.43,37.12,3,2,1,60,2.93,1.95,2.49,1.86,0.63,57.3,2.43,1.81,1,3,2,7.5,91.67,99.17
"ANA",2015-03-22,1,60,72,54,18,57.14,72,54,2,7,-5,22.22,2,7,4.14,3.84,0.3,51.87,4.14,3.84,3,2,-1,5.26,75.86,81.13
"ANA",2015-03-24,1,60,73,34,39,68.22,73,34,3,5,-2,37.5,3,5,3.4,3.57,-0.17,48.76,3.4,3.57,6,8,2,7.5,81.48,88.98
"ANA",2015-03-26,1,63.15,55,50,5,52.38,52.26,47.51,3,2,1,60,2.85,1.9,2.81,2.31,0.5,54.92,2.67,2.19,6,4,-2,9.38,93.1,102.48
"ANA",2015-03-28,1,60,49,69,-20,41.53,49,69,3,2,1,60,3,2,2.64,3.01,-0.37,46.74,2.64,3.01,4,0,-4,12.5,93.55,106.05
"ANA",2015-03-29,1,60,41,44,-3,48.24,41,44,2,1,1,66.67,2,1,1.49,2.38,-0.89,38.45,1.49,2.38,2,1,-1,8,96.3,104.3
"ANA",2015-04-01,1,60,49,50,-1,49.49,49,50,5,1,4,83.33,5,1,3.12,1.84,1.28,62.9,3.12,1.84,4,3,-1,18.52,95.65,114.17
"ANA",2015-04-03,1,60,65,44,21,59.63,65,44,2,4,-2,33.33,2,4,2.9,2.5,0.41,53.75,2.9,2.5,5,4,-1,5.41,82.61,88.01
"ANA",2015-04-08,1,60,43,61,-18,41.35,43,61,0,4,-4,0,0,4,1.02,3.1,-2.08,24.81,1.02,3.1,3,1,-2,0,87.5,87.5
"ANA",2015-04-11,1,60,69,50,19,57.98,69,50,2,1,1,66.67,2,1,3.82,1.53,2.29,71.39,3.82,1.53,4,4,0,5.26,95.83,101.1
"ANA",2015-04-16,1,60,67,42,25,61.47,67,42,4,2,2,66.67,4,2,2.44,1.85,0.59,56.82,2.44,1.85,3,4,1,12.12,92.59,104.71
"ANA",2015-04-18,1,60,62,56,6,52.54,62,56,2,1,1,66.67,2,1,3.57,2.44,1.14,59.47,3.57,2.44,4,5,1,5.13,96.55,101.68
"ANA",2015-04-20,1,65.2,57,62,-5,47.9,52.45,57.06,5,4,1,55.56,4.6,3.68,3.13,3.52,-0.39,47.04,2.88,3.24,4,4,0,16.13,88.57,104.7
"ANA",2015-04-22,1,60,54,54,0,50,54,54,5,2,3,71.43,5,2,3.63,1.57,2.07,69.87,3.63,1.57,3,1,-2,14.29,92.59,106.88
"ANA",2015-04-30,1,60,63,57,6,52.5,63,57,6,1,5,85.71,6,1,3.21,1.82,1.39,63.83,3.21,1.82,5,6,1,17.14,95.83,112.98
"ANA",2015-05-03,1,60,63,60,3,51.22,63,60,3,0,3,100,3,0,2.76,1.91,0.86,59.16,2.76,1.91,4,5,1,8.82,100,108.82
"ANA",2015-05-05,1,64.4,45,57,-12,44.12,41.93,53.11,3,4,-1,42.86,2.8,3.73,2.39,2.49,-0.1,48.97,2.23,2.32,7,3,-4,14.29,80.95,95.24
"ANA",2015-05-08,1,60,67,52,15,56.3,67,52,4,2,2,66.67,4,2,3.29,2.29,1,58.92,3.29,2.29,3,5,2,13.79,92.59,106.39
"ANA",2015-05-10,1,62.43,90,40,50,69.23,86.49,38.44,3,2,1,60,2.88,1.92,3.32,1.46,1.86,69.47,3.19,1.4,6,6,0,6.38,89.47,95.86
"ANA",2015-05-17,1,60,53,70,-17,43.09,53,70,4,1,3,80,4,1,4.15,3.04,1.11,57.74,4.15,3.04,3,1,-2,14.81,96.97,111.78
"ANA",2015-05-19,1,116.2,129,115,14,52.87,66.61,59.38,2,3,-1,40,1.03,1.55,7.27,6.38,0.89,53.26,3.75,3.29,5,5,0,3.23,94.64,97.87
"ANA",2015-05-21,1,60,46,67,-21,40.71,46,67,2,1,1,66.67,2,1,2.01,2.26,-0.24,47.15,2.01,2.26,6,2,-4,7.41,96.43,103.84
"ANA",2015-05-23,1,85.62,78,92,-14,45.88,54.66,64.47,4,5,-1,44.44,2.8,3.5,4.61,3.16,1.45,59.33,3.23,2.22,5,3,-2,7.84,87.5,95.34
"ANA",2015-05-25,1,60.75,54,66,-12,45,53.33,65.19,5,4,1,55.56,4.94,3.95,2.8,1.94,0.86,59.12,2.77,1.91,2,2,0,17.86,85.71,103.57
"ANA",2015-05-27,1,60,57,54,3,51.35,57,54,2,5,-3,28.57,2,5,2.01,2.32,-0.3,46.48,2.01,2.32,3,3,0,6.25,78.26,84.51
"ANA",2015-05-30,1,60,68,51,17,57.14,68,51,3,5,-2,37.5,3,5,2.61,4.15,-1.55,38.56,2.61,4.15,4,2,-2,7.89,80.77,88.66
"ANA",2015-10-10,1,60,57,76,-19,42.86,57,76,0,2,-2,0,0,2,2.92,3.79,-0.88,43.47,2.92,3.79,1,1,0,0,95.45,95.45
"ANA",2015-10-12,1,65,66,51,15,56.41,60.92,47.08,1,1,0,50,0.92,0.92,2.37,1.98,0.4,54.59,2.19,1.82,3,3,0,3.45,96,99.45
"ANA",2015-10-14,1,60,54,53,1,50.47,54,53,0,4,-4,0,0,4,1.98,2.81,-0.83,41.29,1.98,2.81,7,4,-3,0,86.21,86.21
"ANA",2015-10-16,1,60,92,44,48,67.65,92,44,0,3,-3,0,0,3,2.66,2.46,0.19,51.9,2.66,2.46,4,7,3,0,88,88
"ANA",2015-10-18,1,60,47,76,-29,38.21,47,76,4,1,3,80,4,1,2.72,3.68,-0.96,42.46,2.72,3.68,1,2,1,18.18,97.14,115.32
"ANA",2015-10-22,1,60,55,46,9,54.46,55,46,1,5,-4,16.67,1,5,1.86,1.82,0.05,50.62,1.86,1.82,5,5,0,3.57,82.76,86.33
"ANA",2015-10-24,1,60,42,64,-22,39.62,42,64,0,3,-3,0,0,3,1.12,1.71,-0.59,39.51,1.12,1.71,5,1,-4,0,90,90
"ANA",2015-10-26,1,60.85,60,47,13,56.07,59.16,46.34,0,1,-1,0,0,0.99,2.59,2.03,0.57,56.16,2.56,2,7,6,-1,0,95.83,95.83
"ANA",2015-10-27,1,60,47,59,-12,44.34,47,59,3,4,-1,42.86,3,4,2.13,4.61,-2.49,31.55,2.13,4.61,4,5,1,15,88.24,103.24
"ANA",2015-10-29,1,60,46,54,-8,46,46,54,1,2,-1,33.33,1,2,1.72,1.55,0.17,52.58,1.72,1.55,7,6,-1,4.35,94.12,98.47
"ANA",2015-11-01,1,60,49,79,-30,38.28,49,79,4,2,2,66.67,4,2,2.33,4.12,-1.79,36.13,2.33,4.12,7,4,-3,14.29,95.24,109.52
"ANA",2015-11-04,1,65,73,52,21,58.4,67.38,48,2,2,0,50,1.85,1.85,2.99,2.84,0.15,51.29,2.76,2.62,3,5,2,5.13,92,97.13
"ANA",2015-11-06,1,60,61,50,11,54.95,61,50,4,2,2,66.67,4,2,3.75,3.04,0.71,55.19,3.75,3.04,4,5,1,11.76,94.44,106.21
"ANA",2015-11-07,1,60,43,53,-10,44.79,43,53,1,0,1,100,1,0,1.76,2.64,-0.88,40.02,1.76,2.64,7,5,-2,5.88,100,105.88
"ANA",2015-11-09,1,61.3,61,53,8,53.51,59.71,51.88,3,4,-1,42.86,2.94,3.92,2.64,3.14,-0.5,45.71,2.59,3.07,5,4,-1,8.33,85.71,94.05
"ANA",2015-11-11,1,61.27,59,58,1,50.43,57.78,56.8,3,4,-1,42.86,2.94,3.92,2.8,2.56,0.25,52.3,2.74,2.5,3,3,0,8.11,85.19,93.29
"ANA",2015-11-13,1,60,63,70,-7,47.37,63,70,1,4,-3,20,1,4,3.13,5,-1.87,38.54,3.13,5,7,5,-2,4,86.21,90.21
"ANA",2015-11-16,1,60,41,54,-13,43.16,41,54,4,1,3,80,4,1,2.4,1.79,0.61,57.27,2.4,1.79,3,0,-3,20,96,116
"ANA",2015-11-17,1,60,78,34,44,69.64,78,34,2,3,-1,40,2,3,3.07,2.56,0.51,54.51,3.07,2.56,8,7,-1,5,85.71,90.71
"ANA",2015-11-19,1,60,57,44,13,56.44,57,44,3,1,2,75,3,1,3.6,1.36,2.24,72.6,3.6,1.36,4,4,0,7.32,96,103.32
"ANA",2015-11-21,1,60,53,56,-3,48.62,53,56,0,5,-5,0,0,5,1.85,2.4,-0.54,43.6,1.85,2.4,6,4,-2,0,79.17,79.17
"ANA",2015-11-24,1,60,73,36,37,66.97,73,36,5,3,2,62.5,5,3,4.56,2.04,2.52,69.12,4.56,2.04,3,3,0,15.62,88,103.62
"ANA",2015-11-25,1,60,52,62,-10,45.61,52,62,2,4,-2,33.33,2,4,1.69,4.08,-2.39,29.26,1.69,4.08,4,4,0,6.45,88.24,94.69
"ANA",2015-11-27,1,61.88,57,70,-13,44.88,55.27,67.87,2,3,-1,40,1.94,2.91,2.25,3,-0.75,42.82,2.18,2.91,5,4,-1,8,90.62,98.62
"ANA",2015-11-30,1,60,59,59,0,50,59,59,4,0,4,100,4,0,2.93,2.23,0.7,56.75,2.93,2.23,4,5,1,13.33,100,113.33
"ANA",2015-12-02,1,60,64,48,16,57.14,64,48,1,2,-1,33.33,1,2,2.81,2.15,0.66,56.64,2.81,2.15,4,4,0,3.03,90.91,93.94
"ANA",2015-12-04,1,60,59,49,10,54.63,59,49,1,0,1,100,1,0,3.03,2.35,0.69,56.39,3.03,2.35,5,5,0,3.85,100,103.85
"ANA",2015-12-06,1,60,57,59,-2,49.14,57,59,2,1,1,66.67,2,1,3.07,2.24,0.83,57.86,3.07,2.24,3,2,-1,8,95.83,103.83
"ANA",2015-12-11,1,60,73,44,29,62.39,73,44,1,5,-4,16.67,1,5,3.08,2.76,0.32,52.77,3.08,2.76,4,3,-1,3.12,79.17,82.29
"ANA",2015-12-17,1,60,66,41,25,61.68,66,41,0,3,-3,0,0,3,2.68,1.19,1.49,69.27,2.68,1.19,4,4,0,0,86.36,86.36
"ANA",2015-12-19,1,60,35,40,-5,46.67,35,40,2,1,1,66.67,2,1,1.88,1.8,0.08,51.09,1.88,1.8,2,0,-2,11.11,95.45,106.57
"ANA",2015-12-21,1,60,54,59,-5,47.79,54,59,2,5,-3,28.57,2,5,2.74,3.86,-1.13,41.44,2.74,3.86,5,3,-2,6.9,83.87,90.77
"ANA",2015-12-22,1,62.62,41,44,-3,48.24,39.29,42.16,2,3,-1,40,1.92,2.87,1.28,2.21,-0.93,36.72,1.23,2.12,7,6,-1,10.53,86.36,96.89
"ANA",2015-12-27,1,60,59,40,19,59.6,59,40,4,2,2,66.67,4,2,3.99,2.01,1.97,66.44,3.99,2.01,8,6,-2,10.81,92.31,103.12
"ANA",2015-12-29,1,60,45,31,14,59.21,45,31,1,0,1,100,1,0,2.48,0.61,1.87,80.28,2.48,0.61,7,5,-2,4.76,100,104.76
"ANA",2015-12-31,1,60,61,41,20,59.8,61,41,1,0,1,100,1,0,3.47,1.65,1.82,67.75,3.47,1.65,5,4,-1,2.86,100,102.86
"ANA",2016-01-01,1,65,55,38,17,59.14,50.77,35.08,1,1,0,50,0.92,0.92,1.96,1.57,0.39,55.54,1.81,1.45,3,2,-1,3.57,96,99.57
"ANA",2016-01-03,1,60,64,40,24,61.54,64,40,4,1,3,80,4,1,3,1.7,1.3,63.83,3,1.7,7,5,-2,11.43,95,106.43
"ANA",2016-01-06,1,60,63,78,-15,44.68,63,78,0,4,-4,0,0,4,2.78,4.84,-2.06,36.5,2.78,4.84,10,5,-5,0,89.47,89.47
"ANA",2016-01-08,1,65,71,51,20,58.2,65.54,47.08,3,3,0,50,2.77,2.77,3.88,2.29,1.59,62.88,3.58,2.12,5,6,1,7.69,89.29,96.98
"ANA",2016-01-10,1,60,66,60,6,52.38,66,60,1,2,-1,33.33,1,2,2.56,2.37,0.19,51.94,2.56,2.37,3,2,-1,3.23,92,95.23
"ANA",2016-01-13,1,60,65,45,20,59.09,65,45,4,1,3,80,4,1,3.09,1.56,1.53,66.44,3.09,1.56,4,5,1,10.53,96,106.53
"ANA",2016-01-15,1,60,64,61,3,51.2,64,61,4,2,2,66.67,4,2,6.23,2.03,4.2,75.43,6.23,2.03,4,3,-1,11.43,91.67,103.1
"ANA",2016-01-17,1,60,66,56,10,54.1,66,56,2,3,-1,40,2,3,3.02,2.31,0.71,56.62,3.02,2.31,4,5,1,6.25,88.46,94.71
"ANA",2016-01-20,1,60,51,57,-6,47.22,51,57,3,1,2,75,3,1,2.82,2.11,0.7,57.14,2.82,2.11,3,1,-2,11.11,96.15,107.26
"ANA",2016-01-23,1,60,52,44,8,54.17,52,44,4,3,1,57.14,4,3,2.88,1.76,1.12,62.02,2.88,1.76,4,4,0,11.43,88.89,100.32
"ANA",2016-01-26,1,60,62,66,-4,48.44,62,66,6,2,4,75,6,2,4.59,2.84,1.75,61.79,4.59,2.84,6,6,0,15.38,94.12,109.5
"ANA",2016-02-02,1,60,55,69,-14,44.35,55,69,3,2,1,60,3,2,2.83,2.51,0.32,53.03,2.83,2.51,3,4,1,12,93.75,105.75
"ANA",2016-02-04,1,60,58,47,11,55.24,58,47,4,2,2,66.67,4,2,2.63,1.92,0.71,57.85,2.63,1.92,3,6,3,16.67,92,108.67
"ANA",2016-02-05,1,60,74,51,23,59.2,74,51,5,2,3,71.43,5,2,3.83,2.09,1.75,64.76,3.83,2.09,5,7,2,12.2,92,104.2
"ANA",2016-02-08,1,60,63,59,4,51.64,63,59,2,6,-4,25,2,6,2.19,3.5,-1.31,38.52,2.19,3.5,2,2,0,5.26,82.86,88.12
"ANA",2016-02-09,1,60,52,63,-11,45.22,52,63,4,1,3,80,4,1,3.89,2.15,1.74,64.45,3.89,2.15,10,9,-1,15.38,96.55,111.94
"ANA",2016-02-11,1,65,48,66,-18,42.11,44.31,60.92,3,3,0,50,2.77,2.77,2.59,3.87,-1.27,40.15,2.39,3.57,5,3,-2,11.11,91.18,102.29
"ANA",2016-02-13,1,62.27,74,38,36,66.07,71.31,36.62,3,2,1,60,2.89,1.93,3.89,1.47,2.42,72.59,3.75,1.41,3,4,1,6.82,91.3,98.12
"ANA",2016-02-15,1,60,51,57,-6,47.22,51,57,6,4,2,60,6,4,3.01,2.87,0.14,51.16,3.01,2.87,6,4,-2,21.43,89.19,110.62
"ANA",2016-02-16,1,60,56,53,3,51.38,56,53,5,3,2,62.5,5,3,3.32,2.75,0.56,54.63,3.32,2.75,4,4,0,16.13,88.89,105.02
"ANA",2016-02-18,1,60,49,41,8,54.44,49,41,5,2,3,71.43,5,2,2.63,1.17,1.46,69.19,2.63,1.17,5,4,-1,15.15,90.48,105.63
"ANA",2016-02-21,1,60,70,51,19,57.85,70,51,5,2,3,71.43,5,2,3.8,2.42,1.38,61.08,3.8,2.42,7,6,-1,15.15,91.67,106.82
"ANA",2016-02-24,1,60,64,53,11,54.7,64,53,1,0,1,100,1,0,2.64,2.33,0.31,53.11,2.64,2.33,4,3,-1,3.45,100,103.45
